keywords,sentence,topic
"affirmative action: hundred, last, provided, couple, yet",we shouldn't end affirmative action yet because it is still necessary to provide more opportunities to those that were not provided them over the last couple hundred years.,affirmative action
"affirmative action: professors, scores","When students get accepted into universities with sub-par grades and test scores compared to their peers, they are often thrown into an environment where they are left behind by professors and set up to fail.",affirmative action
"affirmative action: systemically, surface, fault","While on the surface diversity may be increasing in our media, the reality is that minorities still receive systemically worse education and fewer opportunities due to no fault of their own, making affirmative action essential.",affirmative action
"autonomous cars: eliminated, driver, distracted","Accidents due to causes like driver error, distracted driving, and intoxication, for example, would be eliminated if everyone had an autonomous car,",autonomous cars
"autonomous cars: productively, affecting, emotions, drink","an autonomous car would be better able to make life saving decisions than a human
there is no risk of drink driving or emotions affecting ability
we could use the time we travel more productively",autonomous cars
"autonomous cars: vehicle, faced, crash, programmed, ethical, situation",an autonomous vehicle can never be programmed to make an ethical decision if faced with a crash situation,autonomous cars
"autonomous cars: lot, retrained, displace, automated",automated cars will displace a lot of people working today and a lot of people will need to be retrained for other jobs. (if they exist.),autonomous cars
"autonomous cars: autonamous, roads, test, killed, leave",autonamous cars have already killed one person. we can't leave the roads being used as a test space and have more deaths.,autonomous cars
"autonomous cars: reaction, drink, faster, fall, accurate","autonomous  cars are safer because they don't fall asleep, don't drink and drive, and their reaction time is faster and more accurate than a human.",autonomous cars
"autonomous cars: outage, could, hacking, reliable, car, kind",autonomous car are not reliable at all. any kind of outage or hacking could result in the death of many people who could not do nothing to save their lives,autonomous cars
"autonomous cars: reckless, car, drivers, point",autonomous car development must continue so that we can get to the point of having less reckless drivers on the road.,autonomous cars
"autonomous cars: relaxing, transport, road, drive",autonomous cars  are the future of road transport and can help people drive in a safer way and even relaxing while using them.,autonomous cars
"autonomous cars: travel, safer, future, means, autonomous, cars",autonomous cars  could provide a safer means of travel in the future with no human error.,autonomous cars
"autonomous cars: drive, appointments, depending","autonomous cars allow for those unable to drive be able to get to necessary visits, appointments without depending on another to drive.",autonomous cars
"autonomous cars: shopping, hinder, disabilities, isolated, travel","autonomous cars allow those with disabilities that hinder driving to be able to travel to appointments, shopping and social events, and not to live isolated from others.",autonomous cars
"autonomous cars: react, driver, roads, danger",autonomous cars are a danger to everyone on the roads they can not react the way a human driver can.,autonomous cars
"autonomous cars: cars, therefor, programmed, judgement",autonomous cars are a danger to society and should not be developed. cars cannot be programmed to make judgement decisions and are therefor dangerous.,autonomous cars
"autonomous cars: injuries, happened, general, within, deaths, regular",autonomous cars are a danger to the general public.  there have already been deaths and injuries that would have never happened within a regular vehicle.,autonomous cars
"autonomous cars: collision, unpredictable, untested, largely","autonomous cars are a largely untested entity, and they have already proven to be unpredictable and dangerous in potential collision scenarios.",autonomous cars
"autonomous cars: reliable, drivers, lot, autonomous, cars, human",autonomous cars are a lot more reliable than human drivers,autonomous cars
"autonomous cars: concerns, grey","autonomous cars are a morally grey area waiting to happen and development should be stopped until the concerns about ownership of risk, safety concerns, hacking potential and misuse are addressed.",autonomous cars
"autonomous cars: automation, far, unpredictable",autonomous cars are a step too far in automation.  to rely on automation on the roads with so many unpredictable events that could take place is taking it too far.,autonomous cars
"autonomous cars: giant, moving, basically, computer","autonomous cars are basically giant moving robots, so if anything goes wrong with the computer system, the car could hurt or kill people.",autonomous cars
"autonomous cars: computerized, driver, weapon, point",autonomous cars are computerized and are open to hacking. at that point they can become a dangerous weapon to not only the driver but everyone around him.,autonomous cars
"autonomous cars: jeopardy, fails","autonomous cars are dangerous and shouldn't be allowed.  we all know technology fails often, and allowing someone to put their life (and the lives of those around them) in jeopardy is not necessary in this way.",autonomous cars
"autonomous cars: development, stop, autonomous, cars, dangerous",autonomous cars are dangerous and we should stop the development of them.,autonomous cars
"autonomous cars: emergency, case, informed, autonomous, cars, cannot",autonomous cars are dangerous because in the case of an emergency they cannot make informed decisions.,autonomous cars
"autonomous cars: operated, malfunction, computer",autonomous cars are dangerous because they are operated by a computer which can malfunction or be hacked.,autonomous cars
"autonomous cars: autonomous, cars, dangerous",autonomous cars are dangerous because they can be hacked.,autonomous cars
"autonomous cars: split, second, decisions, due",autonomous cars are dangerous due to it not being able to make split second decisions like a human could,autonomous cars
"autonomous cars: dangerous, trusting, program, computer, single","autonomous cars are dangerous, more dangerous than a single person could ever be.  we're trusting a computer program to make life and death decisions.",autonomous cars
"autonomous cars: cars, machines, occurred, horrible",autonomous cars are dangerous. they rely on machines that can malfunction.  horrible accidents have already occurred and people have been killed by these cars.,autonomous cars
"autonomous cars: infancy, behind, technology, shown, already",autonomous cars are in their infancy and the technology behind them has already been shown to malfunction.,autonomous cars
"autonomous cars: liable, hacking, autonomous, cars, dangerous",autonomous cars are liable to hacking which would be dangerous,autonomous cars
"autonomous cars: cars, correction, human, unexpected, response, prone",autonomous cars are likely to be more prone to accidents  than human controlled cars because they remove the possibility of human response and correction in unexpected circumstances.,autonomous cars
"autonomous cars: cars, human, driver, factor, controlled, remove",autonomous cars are likely to be safer than human controlled cars because they remove the factor of human driver error.,autonomous cars
"autonomous cars: drivers, autonomous, distracted, driving","autonomous cars are no more dangerous than distracted drivers, and autonomous driving can allow the drivers to do other tasks.",autonomous cars
"autonomous cars: scenarios, react, specific, decisions",autonomous cars are not able to react to specific scenarios where decisions must be made.,autonomous cars
"autonomous cars: confronted, emotion, assist, capable",autonomous cars are not capable of human emotion which can help assist in decision making when confronted with issues while driving.,autonomous cars
"autonomous cars: depending, functioning, reliable, enough",autonomous cars are not reliable enough to have lives depending on them functioning correctly.,autonomous cars
"autonomous cars: cars, anticipate, programing, worthy, road",autonomous cars are not road worthy will cause more accidents due to the cars programing unable to anticipate human decisions,autonomous cars
"autonomous cars: investing, software, endanger, point","autonomous cars are not safe and can endanger people's lives by causing accidents due to software malfunction, therefore there is no point in keeping investing on them.",autonomous cars
"autonomous cars: benefits, future, autonomous, cars, provide, many",autonomous cars are our future and provide many benefits,autonomous cars
"autonomous cars: controlling, operations, fine, perfectly, technology",autonomous cars are perfectly fine with technology controlling much more dangerous operations,autonomous cars
"autonomous cars: humans, cars, machine, driven","autonomous cars are potentially far safer than cars driven by humans. humans can be distracted, for example looking out the window, in a way a machine never would be.",autonomous cars
"autonomous cars: variables, proving, operating, safely","autonomous cars are proving to be dangerous, there are too many variables involved in one operating safely and their development should be stopped.",autonomous cars
"autonomous cars: asleep, fall, drive","autonomous cars are safer because they can't fall asleep while driving, drive drunk, or take their 'eyes' off the road.",autonomous cars
"autonomous cars: error, eliminate, safer, autonomous, cars, human",autonomous cars are safer because they eliminate human error,autonomous cars
"autonomous cars: cars, arent, driven, drink, dont","autonomous cars are safer than human driven cars because they don't get tired, arent distracted, and dont drink and drive",autonomous cars
"autonomous cars: cars, horse, buggy, stick, logical, ago",autonomous cars are simply the next logical step in transportation.  years ago people would have said all cars are dangerous and we should all stick to horse and buggy instead.,autonomous cars
"autonomous cars: development, devoting, stages, energy","autonomous cars are still in their early stages of development -- by devoting more time and energy to their development, they will become a viable form of transportation.",autonomous cars
"autonomous cars: fatalities, fewer, option, safer, future, best",autonomous cars are the best option for a safer future with fewer fatalities,autonomous cars
"autonomous cars: cars, external","autonomous cars are the future for safety, no more accidents because people are sleepy, drunk or ill, the cars always work on pure machine logic and are not influenced by emotions or external factors",autonomous cars
"autonomous cars: automotive, surely",autonomous cars are the future of the automotive industry and are surely the best way to decrease automotive related deaths caused by human error,autonomous cars
"autonomous cars: prove, development, safer","autonomous cars are the future, they may prove safer than with a human operator, and their development should continue.",autonomous cars
"autonomous cars: transportation, drive, ability, access",autonomous cars are the only way to ensure that people who don't have access to transportation or the ability to drive will be able to still get around.,autonomous cars
"autonomous cars: hackers, risky, accidents, control","autonomous cars are too risky on the road, hackers can find a way to take control and cause accidents",autonomous cars
"autonomous cars: unpredicatable, autonomous, cars",autonomous cars are too unpredicatable and unproven.,autonomous cars
"autonomous cars: unpredictable, trust, autonomous, cars",autonomous cars are unpredictable and we should not trust them,autonomous cars
"autonomous cars: variables, react, ai, computers, happening",autonomous cars are unsafe. there are too many variables happening while driving that computers and ai cannot account for and react to efficiently.,autonomous cars
"autonomous cars: tested, autonomous, cars, dangerous",autonomous cars are very dangerous and not tested enough.,autonomous cars
"autonomous cars: situations, avoiding, regards, hacking, capabilities",autonomous cars are vulnerable to hacking and do not have human capabilities in regards to avoiding dangerous situations that can result in life and death situations.,autonomous cars
"autonomous cars: glitches, may, technical, errors, yet",autonomous cars are yet to be proven to be safe and may suffer from technical glitches and errors which may lead to accidents.,autonomous cars
"autonomous cars: assist, abilities, limited, autonomous, cars","autonomous cars can assist the disabled, or those with limited abilities to get about",autonomous cars
"autonomous cars: discontinue, reckless, promote","autonomous cars can be dangerous and promote reckless behavior, so they should discontinue making them.",autonomous cars
"autonomous cars: obstacles, set, deeming, crashing, latter","autonomous cars can be dangerous because they may choose to avoid one set of obstacles by crashing into another set of obstacles, deeming the latter less serious than the former.",autonomous cars
"autonomous cars: widespread, hacked, easily, autonomous, cars",autonomous cars can be easily hacked to cause widespread accidents.,autonomous cars
"autonomous cars: flawed, put, autonomous, cars, lives",autonomous cars can be flawed and lives could be put at risk.,autonomous cars
"autonomous cars: hacked, weapon, evil, persons, become, autonomous",autonomous cars can be hacked and become a dangerous weapon for evil persons,autonomous cars
"autonomous cars: hacked, completely, taken, control",autonomous cars can be hacked and taken completely out of the control of the human passenger/driver.,autonomous cars
"autonomous cars: hacked, deadly, autonomous, cars",autonomous cars can be hacked and this can be deadly for the passengers.,autonomous cars
"autonomous cars: bugs, software, exist, accidents",autonomous cars can be very dangerous if software bugs exist and can cause more accidents,autonomous cars
"autonomous cars: inside, travel, car, disabled",autonomous cars can have benefits such as allowing anyone to travel inside a car such as disabled and vulnerable people who others would not be able to get to other places.,autonomous cars
"autonomous cars: refreshed, traveling, arrive, distance",autonomous cars can help people to do more long distance traveling that will allow them to arrive refreshed and less anxious.,autonomous cars
"autonomous cars: license, travel, disabled, autonomous, cars",autonomous cars can help people to travel that are disabled or without a license,autonomous cars
"autonomous cars: relieve, traffic, autonomous, cars",autonomous cars can help relieve traffic congestion.,autonomous cars
"autonomous cars: capability, consistent, transportation, driving",autonomous cars can help those without the capability of driving be able to have consistent transportation when they don't otherwise.,autonomous cars
"autonomous cars: transport, drive, unable, autonomous, cars",autonomous cars can help transport those unable to drive themselves,autonomous cars
"autonomous cars: split, fatalities, ai, equipped, beings, second",autonomous cars can lead to accidents and fatalities because ai is not equipped to make split second decisions the way that human beings can.,autonomous cars
"autonomous cars: conceivable, programming, cover, driving",autonomous cars can make driving more dangerous since their programming can not cover every conceivable instance.,autonomous cars
"autonomous cars: visual, impairments, disabilities, independent, enable",autonomous cars can make enable people with disabilities or visual impairments to lead a more independent life.,autonomous cars
"autonomous cars: traveler, refreshed, relaxing, arrive, trips",autonomous cars can make trips more relaxing and help the traveler arrive refreshed and happy.  it can also eliminate road rage.,autonomous cars
"autonomous cars: foresee, programmed, circumstances, humans",autonomous cars can never be programmed well enough to foresee circumstances that humans can.,autonomous cars
"autonomous cars: complex, autonomous, cars, make",autonomous cars can not make complex decisions.,autonomous cars
"autonomous cars: somewhere, transportation, always, autonomous, cars, cannot","autonomous cars can provide transportation for those such as the elderly, who cannot always get somewhere on their own.",autonomous cars
"autonomous cars: drivers, driving","autonomous cars can take tired, fatigued, distracted, drunk, and otherwise dangerous drivers ""off the road,"" making driving much safer for all people.",autonomous cars
"autonomous cars: roadways, leading, humans, situations, decisions","autonomous cars can't make decisions the way that humans can, leading to dangerous situations on roadways",autonomous cars
"autonomous cars: adapt, minds, solve, carry, outside","autonomous cars carry great risk, as they cannot solve situations outside their programming.  human minds can adapt to any circumstances.",autonomous cars
"autonomous cars: resting, trips, activities",autonomous cars could allow us to use the time we spend driving in personal activities or simply resting if the trips are too long,autonomous cars
"autonomous cars: coding, overseeing, could, break",autonomous cars could be dangerous as a break in their coding could cause serious accidents. it is better to have a human overseeing the driving.,autonomous cars
"autonomous cars: upset, distracted, driving","autonomous cars could be safe from things like driving while tired, upset or distracted",autonomous cars
"autonomous cars: susceptible, hacking, danger, greater, result",autonomous cars could be susceptible to hacking and result in a greater danger to the driver.,autonomous cars
"autonomous cars: conscious, possibility, accidents",autonomous cars could be very dangerous. the possibility for accidents is high and it is far better to have a conscious person at the wheel.,autonomous cars
"autonomous cars: actual, accidents, autonomous, cars, cause",autonomous cars could cause accidents because they do not have an actual human driver.,autonomous cars
"autonomous cars: accident, easily, death, result",autonomous cars could easily cause an accident or result in death if there is a system malfunction.,autonomous cars
"autonomous cars: accidents, increase, autonomous, cars, could",autonomous cars could increase accidents,autonomous cars
"autonomous cars: independence, disabled, terms, elderly",autonomous cars could mean a whole new world in terms of freedom and independence for disabled people and the elderly who can no longer drive.,autonomous cars
"autonomous cars: roads, potentially, safer, autonomous, place, cars",autonomous cars could potentially make our roads a safer place for everyone.,autonomous cars
"autonomous cars: jams, traffic, prevent, autonomous, cars",autonomous cars could prevent traffic jams and accidents.,autonomous cars
"autonomous cars: errors, related, amount, reduce",autonomous cars could reduce the amount of human related errors during driving.,autonomous cars
"autonomous cars: fewer, result, autonomous, cars, could",autonomous cars could result in fewer accidents.,autonomous cars
"autonomous cars: interpret, danger, actions, ability",autonomous cars do not have the ability to interpret the actions of other drivers.  this makes them a danger to everyone on the road.,autonomous cars
"autonomous cars: posses, judgements, emotions",autonomous cars do not posses the emotions and judgements of humans.,autonomous cars
"autonomous cars: running, red, machine",autonomous cars do not take into account the human element. how can a machine avoid  child running into the road or a distracted driver running a red light?,autonomous cars
"autonomous cars: errors, drivers, autonomous, cars, human, make",autonomous cars don’t make as many errors as human drivers do,autonomous cars
"autonomous cars: dangers, distracted, eliminate, autonomous, cars",autonomous cars eliminate the dangers of distracted drivers.,autonomous cars
"autonomous cars: hazards, driving, roadways",autonomous cars eliminate the hazards of driving distracted and drunk driving.  removing these hazards from our roadways will make us all safer.,autonomous cars
"autonomous cars: town, normally, move, severe","autonomous cars enable people that normally could not drive, such as people with severe handicaps, to be able to move about the town independently.",autonomous cars
"autonomous cars: autonomous, cars, free, important",autonomous cars free people up for important tasks.,autonomous cars
"autonomous cars: attention, autonomous, cars, time, free, human",autonomous cars free up human time and attention for other things.,autonomous cars
"autonomous cars: drive, opportunity, gives, give, autonomous, cars","autonomous cars give people who couldn’t drive the opportunity for transportation, which gives them more freedom.",autonomous cars
"autonomous cars: elderly, around, give, autonomous, cars, get",autonomous cars give the elderly a way to get around,autonomous cars
"autonomous cars: beta, makers",autonomous cars have already caused multiple fatalities and are being used on public roads right now without being adequately tested. the makers are literally using human lives to beta test their products.,autonomous cars
"autonomous cars: led, roads, accidents, number, already, stop",autonomous cars have already led to a number of accidents on our roads so we should stop their development.,autonomous cars
"autonomous cars: fatal, involved, autonomous, cars",autonomous cars have been involved in fatal accidents.,autonomous cars
"autonomous cars: drivers, autonomous, cars",autonomous cars have been shown to be far worse drivers than human drivers; the widespread adoption of autonomous cars would cause an increase in traffic fatalities.,autonomous cars
"autonomous cars: widespread, deadly, caused, accidents",Autonomous cars have caused deadly accidents and they will never be safe enough for widespread public use.,autonomous cars
"autonomous cars: record, road, contribute, safety, autonomous",autonomous cars have no safety record and may contribute to road accidents.,autonomous cars
"autonomous cars: proven, autonomous, cars",autonomous cars have not been proven to be safe.,autonomous cars
"autonomous cars: notice, documented, implemented, besides, unsafe",autonomous cars have proven unsafe due to the number of accidents already documented besides being implemented without notice to the public.,autonomous cars
"autonomous cars: reaction, requiring, unexpected, quick, account, follow","autonomous cars have to follow their programming, which may not account for unexpected situations requiring a quick reaction",autonomous cars
"autonomous cars: rideshare, taxi, businesses, kill",autonomous cars in the future could kill the taxi and rideshare businesses taking away income from many.,autonomous cars
"autonomous cars: scenario, react, possible, every, autonomous, cars",autonomous cars just can't react to every possible scenario,autonomous cars
"autonomous cars: pedestrians, passengers, malicious, hacking, wide, scale",autonomous cars leave both passengers and pedestrians vulnerable to malicious hacking which could cause wide scale destruction.,autonomous cars
"autonomous cars: riks, contains, computers, hacked",autonomous cars like computers contains system that can be hacked and put people life at riks,autonomous cars
"autonomous cars: speed, brought, terms, past","autonomous cars may become much safer with testing, and accidents will be a thing of the past once they are brought up to speed in terms of safety.",autonomous cars
"autonomous cars: raining, snowing, correctly",autonomous cars may not work correctly when it is snowing or raining so they should not be used.,autonomous cars
"autonomous cars: respond, properly, change, conditions, might, autonomous",autonomous cars might not respond properly if conditions change,autonomous cars
"autonomous cars: commute, enjoy, offer, spend, opportunity",autonomous cars offer the opportunity for people  to spend more time on the things they enjoy doing during their commute rather than having to concentrate.,autonomous cars
"autonomous cars: driving, functional",autonomous cars once fully functional would be much safer on the roads than a regular person driving.  it would also cut down on drunk/drugged driving or accidents from medical causes.,autonomous cars
"autonomous cars: us, autonomous, cars, time, freedom, provide",autonomous cars provide us with the freedom to use our time better while traveling.,autonomous cars
"autonomous cars: sleepy, drugged, drivers","autonomous cars reduce accidents and keep drunk, drugged and even sleepy drivers from getting behind the wheel.",autonomous cars
"autonomous cars: error, impact, saving, thus, reduce","autonomous cars reduce the impact of human error on the roads, thus saving lives.",autonomous cars
"autonomous cars: leading, thus, reduce, safer, risk","autonomous cars reduce the risk of human error, thus leading to safer roads.",autonomous cars
"autonomous cars: computer, susceptible, hacked","autonomous cars rely on computer software, so like any computer controlled device, they are susceptible to being hacked",autonomous cars
"autonomous cars: error, remove, autonomous, cars, human",autonomous cars remove human error from driving.,autonomous cars
"autonomous cars: jobs, delivery, taxi","autonomous cars should not be developed because they will remove too many human jobs. there are millions of taxi drivers, delivery drivers, and other driving jobs that would be lost.",autonomous cars
"autonomous cars: produced, autonomous, cars, dangerous",autonomous cars should not be produced as they are dangerous and risky.,autonomous cars
"autonomous cars: navigating, mostly, unsafe, traffic, roads, developed",autonomous cars should stop being developed because they have mostly proven to be unsafe in navigating roads and traffic situations.,autonomous cars
"autonomous cars: autonomous, cars",autonomous cars take away an important freedom from people.  the ability to drive!  this cannot be allowed to happen.  we must stop the autonomous cars,autonomous cars
"autonomous cars: passengers, whims",autonomous cars take the decision making process away from the human passengers and subject those passengers to the whims of the programming of the software designers.,autonomous cars
"autonomous cars: instated, fully, accidents, autonomous, less, cars",autonomous cars when fully instated will cause less accidents,autonomous cars
"autonomous cars: truck, taxi, destroy, millions",autonomous cars will  destroy millions of jobs of truck and taxi drivers.,autonomous cars
"autonomous cars: wasting, traffic, instead, autonomous, cars, time",autonomous cars will allow people to do more instead of wasting time in traffic,autonomous cars
"autonomous cars: commutes, autonomous, long, cars",autonomous cars will allow people with long commutes to make better use of their time.,autonomous cars
"autonomous cars: transform, vehicles, disabled, autonomous",autonomous cars will allow the disabled to use vehicles and will transform their lives,autonomous cars
"autonomous cars: visially, impaired, mobility, maintain, elderly","autonomous cars will allow the disabled, elderly and visially impaired to have mobility and maintain independence.",autonomous cars
"autonomous cars: glitch, instance, however, possibility","autonomous cars will always have the possibility to glitch out like any other computer, however in this instance the consequences are much more severe.",autonomous cars
"autonomous cars: big, elderly, autonomous, cars",autonomous cars will be a big help to the elderly and disabled.,autonomous cars
"autonomous cars: creating, thus, safer, away, autonomous, cars","autonomous cars will be able to do away with human error, thus creating a safer environment.",autonomous cars
"autonomous cars: limiting, essential, ability, problems, medical, autonomous",autonomous cars will be essential for people with medical problems limiting their ability to drive.,autonomous cars
"autonomous cars: congestion, larger, highly, cities, reducing, beneficial",autonomous cars will be highly beneficial in reducing the congestion of larger cities,autonomous cars
"autonomous cars: appointments, stores, hugely, disabled, elderly",autonomous cars will be hugely beneficial for the elderly and disabled in our population who will no longer have to rely on other people to get them to and from appointments and stores and the like.,autonomous cars
"autonomous cars: cars, driven, involved, accidents, autonomous, less",autonomous cars will be involved in less accidents than human driven cars,autonomous cars
"autonomous cars: overestimate, following, driver, traffic, rules, really",autonomous cars will be safer following all of the traffic rules as people overestimate how good of a driver they are when they really aren't,autonomous cars
"autonomous cars: cars, regular, safer, become, autonomous",autonomous cars will become safer than regular cars.,autonomous cars
"autonomous cars: driver, road, error, eliminate, benefit",autonomous cars will benefit the environment and will also help eliminate driver error in road accidents.,autonomous cars
"autonomous cars: protecting, factor, capacity","autonomous cars will bring a safety factor into the lives of many, by protecting the public by driver's who do not have the capacity to make a safe decision while driving.",autonomous cars
"autonomous cars: careless, undesirable, mindless, react, enforcing","autonomous cars will bring an undesirable result of enforcing mindless and careless people to never have to think or react on their own accord, but instead rely on  automation.",autonomous cars
"autonomous cars: mobility, bring, autonomous, cars",autonomous cars will bring mobility to the disabled.,autonomous cars
"autonomous cars: serious, autonomous, cars, cause",autonomous cars will cause serious accidents.,autonomous cars
"autonomous cars: energy, vehicles, driver, related, eliminate, efficient",autonomous cars will eliminate driver related accidents  and be more energy efficient as it will reduce the need for personal vehicles,autonomous cars
"autonomous cars: todays, busy, valuable, autonomous, cars, time",autonomous cars will free up valuable time in todays busy society.,autonomous cars
"autonomous cars: transit, congestion, function, alleviate, new",autonomous cars will function as a new form of public transit and alleviate congestion,autonomous cars
"autonomous cars: commute, productivity, possibly, leading",autonomous cars will give people more free time during their commute possibly leading to more productivity,autonomous cars
"autonomous cars: ease, autonomous, cars, help",autonomous cars will help ease congestion.,autonomous cars
"autonomous cars: autonomous, cars, help",autonomous cars will help people be more productive.,autonomous cars
"autonomous cars: mobile, fortunate, become, autonomous, less, cars",autonomous cars will help those less fortunate become more mobile,autonomous cars
"autonomous cars: mobility, limited, autonomous, cars, help",autonomous cars will help those with limited mobility,autonomous cars
"autonomous cars: road, traffic, amount, increase, autonomous, cars",autonomous cars will increase the amount of traffic on the road,autonomous cars
"autonomous cars: inability, split, computers, roads, second",Autonomous cars will increase the number of accidents on the roads due to the inability of of computers to make a split second decision change.,autonomous cars
"autonomous cars: highway, congestion, autonomous, less, cars, lead",autonomous cars will lead to less highway congestion,autonomous cars
"autonomous cars: drivers, cab, delivery","autonomous cars will make people unemployed, such as cab drivers and delivery drivers",autonomous cars
"autonomous cars: crisis, ethical, decisions, never, autonomous, cars",autonomous cars will never be able to make ethical decisions in a crisis,autonomous cars
"autonomous cars: capable, never, autonomous, cars",autonomous cars will never be as capable as humans.,autonomous cars
"autonomous cars: react, unexpected, ability","autonomous cars will never be as safe as human drivers, as they don't have the ability to react in unexpected situations.",autonomous cars
"autonomous cars: waste, never, autonomous, cars, safe, money",autonomous cars will never be safe so we should not waste any more money on their development.,autonomous cars
"autonomous cars: cars, crashes, said, complex",autonomous cars will never work and the development of said cars should be stopped. there are too many complex situations that will cause more crashes than what is currently happening.,autonomous cars
"autonomous cars: operated, tired, distracted",autonomous cars will not get distracted or tired like their human operated counterparts.,autonomous cars
"autonomous cars: permit, disabled, drive, autonomous, cars",autonomous cars will permit the disabled to drive,autonomous cars
"autonomous cars: override, reliant, pose, distracted, roads",autonomous cars will pose a threat on the roads because people will become too reliant on them distracted people will make the decision to override the system too late.,autonomous cars
"autonomous cars: handicapped, blind, way, travel",autonomous cars will provide a way for people who are blind or handicapped a way to travel,autonomous cars
"autonomous cars: disabled, autonomous, cars, provide",autonomous cars will provide self-sufficiency for the disabled,autonomous cars
"autonomous cars: transportation, drive, unable, giving, taken, access",autonomous cars will provide transportation for people who are unable to drive giving them access to jobs they couldn't have taken before.,autonomous cars
"autonomous cars: transportation, rely, millions, industry, living, put",autonomous cars will put millions of people out of work who rely on the transportation industry to make a living,autonomous cars
"autonomous cars: lapses, fallible, concentration, caused","autonomous cars will reduce accidents and death caused by lapses of concentration from a human, fallible driver.",autonomous cars
"autonomous cars: margin, near, error",autonomous cars will reduce the human margin of error to near zero and make for a safer commute.,autonomous cars
"autonomous cars: cars, predicable, driven, movement",autonomous cars will reduce the number of accidents because their movement are more predicable than cars being driven by humans.,autonomous cars
"autonomous cars: driver, car, error, accidents, number, reduce",autonomous cars will reduce the number of car accidents due to driver error and save lives.,autonomous cars
"autonomous cars: jams, traffic, amount, reduce, autonomous, cars",autonomous cars will reduce traffic jams and amount of accidents.,autonomous cars
"autonomous cars: drivers, jobs, away, autonomous, cars, take",autonomous cars will take away jobs from drivers,autonomous cars
"autonomous cars: drain, skills, jobs, away, autonomous, cars",autonomous cars will take away many jobs and lead to a skills drain,autonomous cars
"autonomous cars: removing, function, thousands, around",autonomous cars will take away the jobs of thousands of people around the world by removing the function of drivers.,autonomous cars
"autonomous cars: finest, imperfect, technology, accidents",autonomous cars with the finest technology are still imperfect and cause accidents every year.,autonomous cars
"autonomous cars: tired, fatal, drink","autonomous cars won't be tired or lack judgment, and can't drink and drive, thus reducing the number of fatal accidents on the roads.",autonomous cars
"autonomous cars: weather, adverse, respond, conditions, autonomous, cars",autonomous cars won't respond in adverse weather conditions,autonomous cars
"autonomous cars: preoccupied, tired, errors, driver, alleviate","autonomous cars would alleviate driver errors like driving impaired, tired or preoccupied",autonomous cars
"autonomous cars: disabilities, independence, travel, greater",autonomous cars would allow people with disabilities to have greater independence as they could travel unaided.,autonomous cars
"autonomous cars: big, elderly, autonomous, cars",autonomous cars would be a big help to the elderly and disabled.,autonomous cars
"autonomous cars: blindness, disabilities, would","autonomous cars would be a good thing, because they would allow people with disabilities or blindness to have more independence.",autonomous cars
"autonomous cars: congested, jams, heavily, traffic, cities, reducing",autonomous cars would be very helpful in reducing traffic jams in cities and in heavily congested areas.,autonomous cars
"autonomous cars: drunk, distracted, eliminate, autonomous, cars",autonomous cars would eliminate drunk and distracted drivers.,autonomous cars
"autonomous cars: fatalities, eliminating, greatly, traffic, reduce",autonomous cars would greatly reduce traffic fatalities by eliminating human error.,autonomous cars
"autonomous cars: disabled, autonomous, cars, able",autonomous cars would help people who are disabled be able to have their own transportation.,autonomous cars
"autonomous cars: autonomous, cars, help, would",autonomous cars would help the elderly.,autonomous cars
"autonomous cars: fatalities, car, majority, accidents, prevent, due",autonomous cars would prevent the majority of human fatalities due to car accidents,autonomous cars
"autonomous cars: losses, transport, drivers, industry, likely, result",autonomous drivers will likely result in job losses in the transport industry,autonomous cars
"autonomous cars: handicapped, blind, development, benefit, autonomous, cars",blind and handicapped people will benefit from the development of autonomous cars,autonomous cars
"autonomous cars: cleaner, disabled","cleaner air, possibly less accidents, easier for the disabled and others who may not be able to drive for medical or other reasons to get around.",autonomous cars
"autonomous cars: continuing, discoveries, advancements, made, development","continuing development means, even if autonomous cars aren't viable, more discoveries and advancements can be made",autonomous cars
"autonomous cars: accidents, incredible",developing autonomous cars is a necessity. it would make roads and travel much safer as car accidents account for an incredible amount of deaths. there would be no more drunk and distracted driving accidents.,autonomous cars
"autonomous cars: developing, newer, stone, stepping, technologies",developing autonomous cars will act as a stepping stone towards developing newer technologies in the future,autonomous cars
"autonomous cars: car, killed, technology, going, development, continue",development of autonomous car should continue as this technology is going to keep people from being killed in the future.,autonomous cars
"autonomous cars: parking, traffic, car, easier, development, autonomous",development of autonomous car will make traffic and parking  easier,autonomous cars
"autonomous cars: transportation, development, autonomous, cars, public, lead",development of autonomous cars will lead to better public transportation,autonomous cars
"autonomous cars: finally, vehicles, independence, disabled","disabled people can finally have independence and ""drive"" their own vehicles",autonomous cars
"autonomous cars: driverless, medically, drive, rely",driverless cars would make the lives of people who are medically unable to drive much easier because they wouldn’t have to rely on someone else for their transport.,autonomous cars
"autonomous cars: distracted, vehicles, driver, accident",drivers are often distracted .  autonomous vehicles can do the driving keeping the car from getting into an accident that a distracted driver can cause.,autonomous cars
"autonomous cars: glitches, runs, software, endanger, accidents, actually",glitches in the software that runs the autonomous cars may actually cause accidents and endanger people.,autonomous cars
"autonomous cars: year, driving, self, cars","globally, over 1 million people die a year in car crashes.   to be able to have self driving safe cars that save that many lives a year would be outstanding.   robots and self driving cars are the future.",autonomous cars
