Argument,Topic,Hyper_topic,Counter
This will give people a bad body image if they see ever-more muscular athletes,We should legalize doping in sport ,Doping in sport,319
We should not legalize doping in sport because it is unethical to dope when not everyone is able to do so.,We should legalize doping in sport ,Doping in sport,319
"Many religious people see the consumption of drugs as unholy, that causes sports to be a political thing which only part of the population enjoy together. That discourages cooperation on other things and causes seperation",We should legalize doping in sport ,Doping in sport,319
It would take the fun out of sports if all the competitors are essentially superhuman,We should legalize doping in sport ,Doping in sport,319
the achievement of athletes with drugs are not really their own. sports are about getting your self to be the best. not the drugs.,We should legalize doping in sport ,Doping in sport,319
"Sport is supposed to be fair, and doping gives contested an unfair advantage.",We should legalize doping in sport ,Doping in sport,319
"Doping is happening anyway, allowing Athletes to come forward reduces risks and gives them access to better healthcare ",We should legalize doping in sport ,Doping in sport,319
"1. Doping is a choice:

-People generally have the right to bodily autonomy. Especially athletes can make free and informed choice to harm their bodies through copious training. They have info through docs and internet.",We should legalize doping in sport ,Doping in sport,319
"People should be allowed to do with their body as they wish, and sports organizations should not limit individuals bodily autonomy by banning doping. ",We should legalize doping in sport ,Doping in sport,319
Most people take interest in sport ( like the Olympics ) when records are being brake and adding drugs to sports meaning that note records will brake = sport will be more entertaining,We should legalize doping in sport ,Doping in sport,319
"If athletes want to compete drug free, we can create ""clean"" sport designations and consumers will get more choice of what to watch. ",We should legalize doping in sport ,Doping in sport,319
Legalizing doping would prevent situations in which athletes who are taking drugs legally for their health get punished (such as when human growth hormone is used post-injury). ,We should legalize doping in sport ,Doping in sport,319
People have the right to do things that harm their bodies if they deem that the outcome is worth it for themselves (such as choosing to drink alcohol or smoke cigarettes). ,We should legalize doping in sport ,Doping in sport,319
"Human race will reach its limit dinner or latter but new drugs will develop endlessly , so it means that sport will get better endlessly ",We should legalize doping in sport ,Doping in sport,319
Sports are ultimately are businesses and should frame there decision making around what best draws the most views to make more money: doping allows for a continuous power creep fulfilling this burden.,We should legalize doping in sport ,Doping in sport,319
"Human race will reach its limit dinner or latter but new drugs will develop endlessly , so it means that sport will get better endlessly",We should legalize doping in sport ,Doping in sport,319
"If athletes want to compete drug free, we can create ""clean"" sport designations and consumers will get more choice of what to watch.",We should legalize doping in sport ,Doping in sport,319
Switching from a full on ban to regulation is more enforceable than the status quo.,We should legalize doping in sport ,Doping in sport,319
drugs helping the athletes to get to new records and this is way people love watching sports. more records = more jobs for athelets.,We should legalize doping in sport ,Doping in sport,319
Anybody entering the field is willing to accept injuries on both the short &amp; long terms to accomplish things while in their careers; the risks of doping are no different.,We should legalize doping in sport ,Doping in sport,319
useing inhansing drugs is not insted of your biology. it only makes you reach your potential better. it is the only way to get to your potential.,We should legalize doping in sport ,Doping in sport,319
"Likely to increase viewership and interest in sports, encouraging people to engage in them",We should legalize doping in sport ,Doping in sport,319
legalizing the drugs will take people that sell it out of the crime cycle and in to the legale business that is also taxable.,We should legalize doping in sport ,Doping in sport,319
The athlets will be faster because of the drugs and then more people will enjoy the sports because of the action.,We should legalize doping in sport ,Doping in sport,319
"Many drivers today simply do what their GPS app tell them to, so why not use self-driving cars to do the whole process",We should limit autonomous cars ,Autonomous cars ,377
Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and  only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12,We should limit autonomous cars ,Autonomous cars ,377
"We should not stop the development of autonomous cars, but we need proper assignment of responsibility to their makers, else safety will fall short.",We should limit autonomous cars ,Autonomous cars ,377
"We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.",We should limit autonomous cars ,Autonomous cars ,377
Autonomous vehicles to replace truckers and cab drivers will allow us to scale to a smaller number of humans making society more sustainable. ,We should limit autonomous cars ,Autonomous cars ,377
"More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B. ",We should limit autonomous cars ,Autonomous cars ,377
"Driverless cars remove the cost of the time spent by a driver, which is a natural step in making transportation cheaper. ",We should limit autonomous cars ,Autonomous cars ,377
"Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.” ",We should limit autonomous cars ,Autonomous cars ,377
Early teething problems cannot be a reason to judge a technology's potential.  We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents,We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars are not quite ready to deploy, but they will be safer than human-driven cars.

",We should limit autonomous cars ,Autonomous cars ,377
"The technology for driverless cars will mature over time, similarly to many other technologies we use every day.",We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars are going to affect humanity in a good way, and IBM should be a driving force in this industry",We should limit autonomous cars ,Autonomous cars ,377
"Development of autonomous cars will also boost the development of electric cars, since those two technologies are closely related. ",We should limit autonomous cars ,Autonomous cars ,377
"Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying. ",We should limit autonomous cars ,Autonomous cars ,377
"As autonomous cars would communicate with each other, roads will be more utilized and transport more cars. ",We should limit autonomous cars ,Autonomous cars ,377
Taking power naps in autonomous cars is much better than in traditional cars - especially when you are the driver,We should limit autonomous cars ,Autonomous cars ,377
"Development can only be of benefit, there is no reason not to try and work on autonomous cars (cautiously!), even if eventually it fails",We should limit autonomous cars ,Autonomous cars ,377
"Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.",We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars will allow drivers to use their time more productively.



",We should limit autonomous cars ,Autonomous cars ,377
We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars are not less safer than auto-pilot in airplanes. ,We should limit autonomous cars ,Autonomous cars ,377
The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.,We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars will finally end our dependency on taxi drivers,We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity. ",We should limit autonomous cars ,Autonomous cars ,377
are you crazy? self driving cars will increase road safety if we get it right. ,We should limit autonomous cars ,Autonomous cars ,377
"Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.”",We should limit autonomous cars ,Autonomous cars ,377
are you crazy? self driving cars will increase road safety if we get it right.,We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars should not be rolled out prematurely, but development should not be stopped.",We should limit autonomous cars ,Autonomous cars ,377
Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents,We should limit autonomous cars ,Autonomous cars ,377
"Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.",We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars are not less safer than auto-pilot in airplanes.,We should limit autonomous cars ,Autonomous cars ,377
"autonomous cars reduce the need of parking spaces, making cities more beautiful",We should limit autonomous cars ,Autonomous cars ,377
Wide acceptance of self driving cars will allow people give up personal cars and switch to public transportation service,We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars remove the arbitrary practice of speeding tickets by ending the practice of speeding.,We should limit autonomous cars ,Autonomous cars ,377
Don't drive - save lives - let the computer do that for you,We should limit autonomous cars ,Autonomous cars ,377
Don't play god by trying to solve the trolley problem for driverless cars - this is a slippery slope that will lead us to killing robots and the end of humanity as we know it,We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars will damage the rent-per-hour hotel industry ,We should limit autonomous cars ,Autonomous cars ,377
The question of who would have the responsibility of accidents of autonomous cars would not be solved. ,We should limit autonomous cars ,Autonomous cars ,377
Driverless cars will cause many jobs  where people are employed to deliver goods to go away.,We should limit autonomous cars ,Autonomous cars ,377
Fun conversations with taxi and Uber drivers will be gone forever with autonomous cars. ,We should limit autonomous cars ,Autonomous cars ,377
"I have strong concerns about fully autonomous cars are even being technologically possible in our lifetimes. If it's an impossible goal, it may not be worth continuing to try.",We should limit autonomous cars ,Autonomous cars ,377
The world will never be ready for country songs about how your driverless car or truck left you ,We should limit autonomous cars ,Autonomous cars ,377
"Autonomous cars will make redundant jobs like car insurance agents, traffic police, and car accident lawyers ",We should limit autonomous cars ,Autonomous cars ,377
The world will never be ready for country songs about how your driverless car or truck left you,We should limit autonomous cars ,Autonomous cars ,377
Fun conversations with taxi and Uber drivers will be gone forever with autonomous cars.,We should limit autonomous cars ,Autonomous cars ,377
Learning to drive a car is an important step in a young adults development. They gain respect and discipline and the importance of being a responsible adult. With autonomous cars this experience will be lost,We should limit autonomous cars ,Autonomous cars ,377
The question of who would have the responsibility of accidents of autonomous cars would not be solved.,We should limit autonomous cars ,Autonomous cars ,377
Autonomous cars will damage the rent-per-hour hotel industry,We should limit autonomous cars ,Autonomous cars ,377
"Low risk of accidents is not enough for an Autonomous car. Cognitive computing works on a probability basis rather than absolute, so can never be 100% certain. Puts lives of cyclists and pedestrians at risk.",We should limit autonomous cars ,Autonomous cars ,377
"Even if autonomous vehicles are safer than cars driven by people, people are irrationally scared of machines with that much power and their sense of safety is also important",We should limit autonomous cars ,Autonomous cars ,377
autonomous cars will deprive professional drivers of their jobs,We should limit autonomous cars ,Autonomous cars ,377
It will be impossible to receive proper compensation in case of an accident that doesn't involve a human driver who can be held accountable and liable,We should limit autonomous cars ,Autonomous cars ,377
the cars could be feeding private information on passengers routes to the companies that make them,We should limit autonomous cars ,Autonomous cars ,377
"New economy is the economy of data. Without opening up the equal access to information and citizen footprint, new player cannot enter the scene and compete the big organization already collecting data, ultimately disadvantaging citizen.",We should support information privacy laws ,Information privacy laws,296
The problem with these laws is when governments make them way too hard to comply with by adding unnecessary hurdles that get in the way of technological progress.,We should support information privacy laws ,Information privacy laws,296
"Progress can only made with free access to data. By connecting all the dots, new magic can be developed.",We should support information privacy laws ,Information privacy laws,296
"No, As information belongs to everyone, whether it is people in public position, or public policies for people",We should support information privacy laws ,Information privacy laws,296
If you have done nothing wrong then you shouldn't be afraid of showing everything too every body.,We should support information privacy laws ,Information privacy laws,296
"Any data/information that is readily viewed by other people (public pictures, videos, recordings) should NOT be protected.",We should support information privacy laws ,Information privacy laws,296
Over the last two decades all people being online have opened up their lives to the web - to companies and total strangers. Not much has happened to most of us. Why bother now?,We should support information privacy laws ,Information privacy laws,296
"More of privacy laws leads to less of freedom, its like we want agencies to watch us constantly to protect us, tight privacy laws are like double edge sword.",We should support information privacy laws ,Information privacy laws,296
"Sharing personal information leaves more tracks. If you didn't do anything illegal or immoral, what do you have to be afraid of? Rather, personal information made public can help police and track criminals.",We should support information privacy laws ,Information privacy laws,296
Sharing of personal information can get you advertisements more attuned to your tastes.,We should support information privacy laws ,Information privacy laws,296
General restrictions on data privacy hinders preparations of people transfers in SO deals or acquisitions,We should support information privacy laws ,Information privacy laws,296
"In stead of being a leader, the US is a laggard in regard to implementing regulations and the rights of users to maintain privacy and security of their personal information. I support these laws.",We should support information privacy laws ,Information privacy laws,296
"Yes we should, current information model creates the sensation of being observed and manipulated on internet.",We should support information privacy laws ,Information privacy laws,296
65% of Americans say they should control what info is collected about them,We should support information privacy laws ,Information privacy laws,296
I study has shown that people whose privacy has been violated tend to commit suicide.,We should support information privacy laws ,Information privacy laws,296
"Information privacy laws are our way to make sure that ""the big brother"" is not ""allways watching"" us.",We should support information privacy laws ,Information privacy laws,296
With Hyper Integrated systems and privacy laws are very crucial to regulate the use of the private and personal data collected across various channels,We should support information privacy laws ,Information privacy laws,296
"Constitutions are in place to secure the blessings of ""Liberty"". Declarations of independence seek to establish individual rights and personal freedoms. Both support the sanctity of the right to be a free and private individual.",We should support information privacy laws ,Information privacy laws,296
"In the past when you talked to your neighbor in the yard, kept your financial records on paper, and sent postcards telling of your vacations, information privacy laws could be minor, but those days are gone.",We should support information privacy laws ,Information privacy laws,296
we lost the dataglobal MNC for various ways using the data it will be a diaster and threat to human life and humanity. As no ones how and who will use the data to hacker wish,We should support information privacy laws ,Information privacy laws,296
"For digital commons to be successful, users need to be sure that their submissions will be protected from malicious use",We should support information privacy laws ,Information privacy laws,296
Absolutely. Specially in country like India where our Mobile Phone number been sold to all possible ad agencies without our persmission and we get disturbing and time wasting calls all the time.,We should support information privacy laws ,Information privacy laws,296
bad actors can steal your identity and money from you,We should support information privacy laws ,Information privacy laws,296
US should fully support a GDPR-type law. There is too much potential for data misuse by both companies and individuals. Americans/US Residents should have same rights as Europeans to see/delete data,We should support information privacy laws ,Information privacy laws,296
"I know the counter argument is that you can just ""Opt-Out"", but can you? The companies you deal with generate so many attributes of data about you and share without your consent.",We should support information privacy laws ,Information privacy laws,296
"It is in our interest to have the privacy laws, provided there is a suitable mechanism to oversee them.",We should support information privacy laws ,Information privacy laws,296
"If you are against information privacy laws, then you should not object to having a publicly accessible microphone in your home that others can use to listen to your private conversations.",We should support information privacy laws ,Information privacy laws,296
"Without observance to privacy laws, no solutions won't be recognized as adoptive.",We should support information privacy laws ,Information privacy laws,296
No human being should be punished indefinitely for their mistakes and basic privacy law of the right to be forgotten is essential to allow them to move on.,We should support information privacy laws ,Information privacy laws,296
Absolutely!! That is the only way to regulate and bring sanity to the massive information overload that we live in today,We should support information privacy laws ,Information privacy laws,296
"Corporations cannot be trusted to keep our data safe, so they cannot be trusted to possess that data in the first place.",We should support information privacy laws ,Information privacy laws,296
"I do not see that the senior people in the technology companies have made all of their personal bank details public, so I can access their personal money. They expect privacy, so do I.",We should support information privacy laws ,Information privacy laws,296
as a company we won't get much credit or business from diverting from supporting information privacy laws this is one reason to support,We should support information privacy laws ,Information privacy laws,296
"In times of IOT where one could envision a future of each individual having a digital bubble that she lives in, privacy is key to distinguish one from another.",We should support information privacy laws ,Information privacy laws,296
"As the information grows so as the privacy laws growth. For example: ""your browsing history will tell you what kind of person you are"". So, digital discipline is must for global peace.",We should support information privacy laws ,Information privacy laws,296
Yes. The laws should allow us to protect personal information until the law is broken...and then information privacy rights are given up.,We should support information privacy laws ,Information privacy laws,296
We should not collect information we don't have the need to use. Given the advent of technology we are sitting on a information time bomb if not handled properly,We should support information privacy laws ,Information privacy laws,296
"With all due respect, it's simply unimaginable to waive privacy laws these days - it's an integral part of our modern technological world.",We should support information privacy laws ,Information privacy laws,296
Information privacy laws should be worded carefully in order to keep citizens safe without sacrificing safety,We should support information privacy laws ,Information privacy laws,296
"Reams of information is collected about people, that most don't even realize is being collected. Misuse is too easy and rampant. Without laws, companies will not put in the effort to protect people. IBM should lead.",We should support information privacy laws ,Information privacy laws,296
"Do you want unscrupulous business people to know about the places you went for vacation with your family during last Christmas, so that they can monetize your family members? You are smart enough to understand.",We should support information privacy laws ,Information privacy laws,296
Companies using data for financial gain have no incentive to be reasonable in the way they process and use data. So practices cannot be expected to change without imposed regulations.,We should support information privacy laws ,Information privacy laws,296
There is certainly a need to restrict at every stage what the companies can know and what they should know.,We should support information privacy laws ,Information privacy laws,296
"As ""the enemy knows the system"" (Shannon) privacy is the major challenge in the times of quantum computing at its applications to cryptography",We should support information privacy laws ,Information privacy laws,296
"Companies, by definition, cannot own information about individuals and thus cannot sell it.",We should support information privacy laws ,Information privacy laws,296
As important as laws protecting our privacy is the need for strong audit mechanisms,We should support information privacy laws ,Information privacy laws,296
My personal information and websites I visit and products I purchase are no one's business but my own.,We should support information privacy laws ,Information privacy laws,296
"It's unfortunate that some commercial organisations, without effective regulations, will seek to maximise the value of individual's data and overreach. Checks and balances are needed.",We should support information privacy laws ,Information privacy laws,296
"privacy laws in television is essential. Set top box shares information about what is watched, when and how Long . There is a possibility of raising the charges of most watched channels",We should support information privacy laws ,Information privacy laws,296
"With deliberate exposure of consumer involvement and analytics in the globally connected world of the present and future, Information and Data Privacy needs to be statutory and not a mere awareness campaign.",We should support information privacy laws ,Information privacy laws,296
"If you don't legislate data privacy, the markets will do it for you.",We should support information privacy laws ,Information privacy laws,296
"I think information protection is vital. However, its vital we have more control over what information we share and we be informed what information is being shared before its shared.",We should support information privacy laws ,Information privacy laws,296
IBM should support privacy laws. Privacy laws will set a standard that can be met consistently with appropriate compliance and can simply how our customers see us as caretakers of their information.,We should support information privacy laws ,Information privacy laws,296
Tendency is to have information and data privacy laws. If we do not get involved we will not be a good position to influence positive regulatory direction.,We should support information privacy laws ,Information privacy laws,296
"Yes, there should be information privacy law because everyone has the rights to secure their personal information and others must respect to it.",We should support information privacy laws ,Information privacy laws,296
"websites ask any question like preferred second language any question similarly &amp; say website , stores this info for our benefit &amp; will not use it / sell it etc etc. privacy is breached",We should support information privacy laws ,Information privacy laws,296
I support privacy policy as user would be able to use online services more freely as his personal data couldn't be misused and user could provide more honest answers.,We should support information privacy laws ,Information privacy laws,296
Yes I agree. Supporting such laws will only help to frame a better future.,We should support information privacy laws ,Information privacy laws,296
Data privacy regulations protect the personal data that provides safety for the individual (criminal and every day retorsions-e.g. salary info disclosed- even at workplace),We should support information privacy laws ,Information privacy laws,296
Our information is our own and organizations should surrender and destroy it upon request.,We should support information privacy laws ,Information privacy laws,296
Data privacy should be a fundamental human right,We should support information privacy laws ,Information privacy laws,296
In life there are certain information deem to be personal and private.,We should support information privacy laws ,Information privacy laws,296
"Will you feel happy if some third person is watching and recording your daily routines? Obviously, no. So, we should support information privacy laws.",We should support information privacy laws ,Information privacy laws,296
Data reveals a lot more about the users than what they are aware about themselves. This can be used to exploit blind-spots &amp; influence/modify behaviors. So freedom of thought &amp; action is at stake.,We should support information privacy laws ,Information privacy laws,296
"Information privacy laws protect people from undesirable targeted advertising, based on information gathered about past choices made.",We should support information privacy laws ,Information privacy laws,296
Absolutely. It is critical that privacy is taken seriously and should not be monetized without consent and without making the individual aware on how the information could be used.,We should support information privacy laws ,Information privacy laws,296
Yes provided legislation does not introduce loopholes which can be misused,We should support information privacy laws ,Information privacy laws,296
All personal information should have approval before it is shared.,We should support information privacy laws ,Information privacy laws,296
"In November 2009, the government of the People's epublic of China banned physical punishment to ""wean"" teens from the Internet.",We should prohibit corporal punishment,Corporal punishment,43
The amendment banning corporal punishment had the support of President Chen Shui-bian and Prime Minister rank Hsieh and was passed by a wide margin in the Legislative Yuan.,We should prohibit corporal punishment,Corporal punishment,43
uredi suggests that many advocates of a total ban on physical punishment are actually against all forms of punishing children.,We should prohibit corporal punishment,Corporal punishment,43
"In June 1972, the Liverpool ducation Committee banned all forms of corporal punishment in the city's schools, although both cane and slipper appear to have continued in common use throughout the seventies.",We should prohibit corporal punishment,Corporal punishment,43
"According to his obituary in The New York Times, Mr. Murton's ideas on prison reform included treating prisoners with respect, abolishing corporal punishment, providing better food and rooting out extortion and other rackets among the inmates.",We should prohibit corporal punishment,Corporal punishment,43
"Boys are more likely than girls to be spanked at home,[] and corporal punishment of boys tends to be more severe and more aggressive than that of girls[] despite some research suggesting that corporal punishment is more counterproductive for boys than girls [].",We should prohibit corporal punishment,Corporal punishment,43
Pat Califia asserts that Norman was critical of the psychological and physical harm that non-stop BDSM slavery and corporal punishment might inflict [].,We should prohibit corporal punishment,Corporal punishment,43
"Janet Heimlich, author of Breaking Their Will: Shedding Light on eligious Child Maltreatment, quoted Pearl as saying, ""You are abusing your child when [corporal punishment] starts doing harm to your child.""[] .",We should prohibit corporal punishment,Corporal punishment,43
"very province except Alberta and Manitoba had banned corporal punishment in public schools before the above-mentioned 2004 ban, though British Columbia and Manitoba were the only provinces to ban it in both public and private schools.",We should prohibit corporal punishment,Corporal punishment,43
"Two states, New Jersey and Iowa, additionally ban the use of corporal punishment in private schools.",We should prohibit corporal punishment,Corporal punishment,43
"The report concluded that corporal punishment in Letterfrack was ""severe, excessive and pervasive, and created a climate of fear"", that it ""was the primary method of control"" and that unavoidable because ""it was frequently capricious, unfair and inconsistent"" [].",We should prohibit corporal punishment,Corporal punishment,43
"A 1997 study by Straus, Sugarman and Giles-Sims[] found detrimental child outcomes of nonabusive or customary physical punishment by parents using a design that would not also tend to find detrimental outcomes of most alternative discipline responses.",We should prohibit corporal punishment,Corporal punishment,43
"Mr Chee carried over to the new Junior College the long-standing ACS ""family tradition"" of corporal punishment, using caning to discipline misbehaving male students.",We should prohibit corporal punishment,Corporal punishment,43
"The DC summary report stated that Victory orge staff were believed to have ""engaged in physical discipline that is harmful to children, such as choking to unconsciousness, punching, kicking, banging heads into walls and cabinets.""[]",We should prohibit corporal punishment,Corporal punishment,43
"On social issues, Harper argued for ""parental rights"" to use corporal punishment against their children and supported raising the age of sexual consent [].",We should prohibit corporal punishment,Corporal punishment,43
"Similarly, over the 40 years, many of the recommendations which first appeared in the report, have evolved and appeared in legislation under other guises, such as the widespread introduction of state-funded nursery provision, xtended Schools, requirement for a Home School Agreement to be presented (but not signed), the ban on corporal punishment, SOL programmes, ducational Action Zones and most of all the comprehensive system.",We should prohibit corporal punishment,Corporal punishment,43
"An archdiocisean review conducted by Dr. Monica Applewhite, described as an expert in safe environment training and child protection, determined that ""the school's corporal punishment was both excessive and unreasonable and the school did not have effective safeguards to prevent future abuse.""[] .",We should prohibit corporal punishment,Corporal punishment,43
"In 2010, there were plans for G to develop five wind turbines to generate 20 megawatts of power by 2012 with plans to generate 1,000 megawatts by 2020; one proposal called for ""gearless turbines"" with 176-long blades helped along with magnets [].",We should further exploit wind turbines,Green energy,348
"The wind turbines will help determine which source of renewable energy is the most efficient for the state of Connecticut to use, as well as provide energy for the school.",We should further exploit wind turbines,Green energy,348
"In June 2007, Pickens announced the intention to build the world's largest wind farm by installing large wind turbines in parts of four Texas Panhandle counties.",We should further exploit wind turbines,Green energy,348
A 2007 report by the U.S. National esearch Council noted that noise produced by wind turbines is generally not a major concern for humans beyond a half-mile or so.,We should further exploit wind turbines,Green energy,348
"In the 1890s a Danish scientist, Poul la Cour, constructed wind turbines to generate electricity, which was then used to produce hydrogen[] for experiments and light and the Askov Highschool.",We should further exploit wind turbines,Green energy,348
"Duke nergy also has agreements to erect -tall wind turbines on part of the site, generating electricity feeding the multistate power grid.",We should further exploit wind turbines,Green energy,348
"Starting in 1975, NASA was the technical manager for the United States Department of nergy and the United States Department of Interior of a program to develop utility-scale wind turbines for the production of electric power, in response to the increase in oil prices [].",We should further exploit wind turbines,Green energy,348
"The development of renewable sources of energy in the 1970s and 80's, primarily in wind turbines and photovoltaics and increased use of hydroelectricity, presented some of the first sustainable alternatives to fossil fuel and nuclear energy generation, the first large-scale solar and wind power plants appearing during the 1980s and 90's [].",We should further exploit wind turbines,Green energy,348
"WindShare and its parent, the Toronto enewable nergy Cooperative (TC), have plans for more wind turbines.",We should further exploit wind turbines,Green energy,348
"Aside from research in the fields of solar energy, biomass, geothermal energy, energy efficiency and new energies, an international Master of Science degree in enewable nergy Management is being offered.",We should further exploit geothermal energy,Green energy,348
"In 1991, Indonesia Geothermal Association (Asosiasi Panasbumi Indonesia - API), a non-governmental organisation, was established to promote geothermal energy.",We should further exploit geothermal energy,Green energy,348
"The latest study of Massachusetts Institute of Technology ""The uture of Geothermal nergy - Impact of nhanced Geothermal Systems (GS) on the United States in the 21st Century"" (2006) points out the essential importance of developing an economical deep geothermal boring technology.",We should further exploit geothermal energy,Green energy,348
"The Portuguese government awarded, in December 2008, an exclusive license to Geovita Ltd to prospect and explore geothermal energy in one of the best areas in continental Portugal.",We should further exploit geothermal energy,Green energy,348
"Ball State University, located in Indiana, started using geothermal energy in place of 4 coal fired burners in 2009.",We should further exploit geothermal energy,Green energy,348
The Süreyya Bey dam and hydroelectric plant is under construction and will provide electricity and water for irrigation in the area [].,We should further exploit hydroelectric dams,Green energy,348
"In 1906, W.W. Van Arsdale formed the el iver Power and Irrigation Company and contracted with the city of Ukiah for a hydroelectric generating station to increase electricity supply for the city.",We should further exploit hydroelectric dams,Green energy,348
"ollowing the BC provincial government's 2002 nergy Plan, publicly owned BC Hydro was forbidden from producing new sources of hydroelectricity as part of a shift to deregulate and privatize the BC electricity sector.",We should further exploit hydroelectric dams,Green energy,348
"Alexander Khetaguri, the Georgian Minister of nergy, proposed new hydroelectric projects worth well over 22,000 megawatts of capacity, which would cost over 40 billion USD and would be privately funded.",We should further exploit hydroelectric dams,Green energy,348
"urthermore, the flexible production of energy from hydro power plants will contribute to the stability of the electricity supply in Bulgaria.",We should further exploit hydroelectric dams,Green energy,348
"The Centroamérica power plant on the Tuma iver in the Central highlands has been expanded, and other hydroelectric projects have been undertaken to help provide electricity to the nation's newer industries [].",We should further exploit hydroelectric dams,Green energy,348
"The National lectrification Law made producing hydroelectric power an absolute priority, as was standardising electricity in the country through a national transport network.",We should further exploit hydroelectric dams,Green energy,348
The Snake iver Plain and smaller river basins provide Idaho with some of the best hydroelectric power resources in the nation and its geologically active mountain areas have significant geothermal power and wind power potential.,We should further exploit hydroelectric dams,Green energy,348
"In 1984, as a leader of Montreal's anglophone community, Leopold proclaimed that notwithstanding the threat of the Quebec sovereignty movement, the hydroelectric power resources of Quebec would always sustain it as a vibrant economy .",We should further exploit hydroelectric dams,Green energy,348
"Technologies that promote sustainable energy include renewable energy sources, such as hydroelectricity, solar energy, wind energy, wave power, geothermal energy, and tidal power, and also technologies designed to improve energy efficiency.",We should further exploit hydroelectric dams,Green energy,348
"In DC, supporters of the dam, which later included state and federal officials, argued for the dam as a source of hydroelectric power and that it could stimulate the state's economy but local energy providers opposed the possibility of a state-run electric utility [].",We should further exploit hydroelectric dams,Green energy,348
"The Lower Colorado iver Authority operates six hydroelectric dams along the Colorado iver in the Central Texas area that provide a source of renewable energy, and also formed six lakes that collectively are known as the Texas Highland Lakes: .",We should further exploit hydroelectric dams,Green energy,348
"The Combined Power Plant, a project linking 36 wind, solar, biomass, and hydroelectric installations throughout Germany, has demonstrated that a combination of renewable sources and more-effective control can balance out short-term power fluctuations and provide reliable electricity with 100 percent renewable energy [].",We should further exploit hydroelectric dams,Green energy,348
"Although she had separated from McCartney, Mills said: ""It's only since I met Paul [McCartney] that I really got to understand how vegetarianism not only benefits your health massively but also makes a huge difference to the planet, to animals, and to feeding the world"" [].",We should adopt vegetarianism,Vegetarianism,396
"ox attended and read at the Los Angeles book launch of Karen Dawn's Thanking The Monkey, and was seen on Access Hollywood discussing how being vegetarian helps the environment [].",We should adopt vegetarianism,Vegetarianism,396
"ox is a supporter of the Human ights Campaign[] and has been a dedicated vegetarian since the age of 19, working with PTA to help promote vegetarianism[] and also working with ADI[] to bring light to the suffering of animals in circuses.",We should adopt vegetarianism,Vegetarianism,396
"PCM promotes a vegetarian or vegan diet, together with aerobic and weight-bearing exercises and exposure to sufficient sunlight for vitamin D production.",We should adopt vegetarianism,Vegetarianism,396
Most members have worked with PTA to promote compassion for animals and the vegetarian lifestyle [].,We should adopt vegetarianism,Vegetarianism,396
Cowherd advocated vegetarianism as a form of temperance and was one of the philosophical forerunners of the Vegetarian Society [].,We should adopt vegetarianism,Vegetarianism,396
"While Jainism is not a proselytizing religion and as such has no organised system of advocating its doctrine, Jains have been forefront in strongly advocating vegetarianism and non-violence through ages [].",We should adopt vegetarianism,Vegetarianism,396
Some people believe that the Book of Daniel also specifically promotes vegetarianism as beneficial.,We should adopt vegetarianism,Vegetarianism,396
"Dr. Cheever is an outspoken critic of the consumption of foie gras, has contributed to numerous publications advocating vegetarianism,[] and is a prominent proponent of other animal rights causes including banning organized equestrian sports [].",We should adopt vegetarianism,Vegetarianism,396
"llen G. White, one of the founders of the Seventh-day Adventist Church, became an advocate of vegetarianism, and the Church has recommended a meatless diet ever since [].",We should adopt vegetarianism,Vegetarianism,396
ISKCON New Mathura Vrindaban is strictly vegetarian and believes that meat consumption creates negative karma.,We should adopt vegetarianism,Vegetarianism,396
"Just like Silverstone, Sharon is an animal rights supporter and a vegetarian.",We should adopt vegetarianism,Vegetarianism,396
