Winner,Loser,Hyper_Topic
"When doping is made legal, athletes who don't want to consume drugs will be unable to compete professionally. This means we force the harms of doping on everyone.",Athletes who decide to dope themselves suffer from a short term bias. Most of them perceive their career as the most important thing in their lives and don't think about the long term consequences,Doping in sport
"Legalizing doping will send the message that performance enhancing drugs are good, which will seep into other fields like academics and encourage illegal drug use more broadly.","Legalizing doping corrupts athletes potential as role models, since their success is inaccessible to the children admiring them without doping.",Doping in sport
Legalization of doping is trying to hit a moving target since once doping becomes the norm athletes will have to find something even more extreme to make themselves seem uniquely good.,Athelits are a role model for kids and adults. When all athelits are doping we will get more kids copying they're role model and doing drugs.,Doping in sport
Harm to athletes: Doping is incredibly harmful. It permanently harms the body of athletes,"Sport is supposed to be fair, and doping gives contested an unfair advantage.",Doping in sport
"We should not legalize doping in sport because sports would become so much more focused on the new physical aspect that technique and strategy would suffer, hurting the quality of play.","We should not legalize doping in sport because people cannot make an informed choice about endocrinology without expert advice, and experts would not advise someone to dope.",Doping in sport
"Sports today inspires people to work hard and achieve. After the proposal we will lose the admirable athletes that made incredible achievements through willpower, in exchange for uninspiring achievements only attributed to drugs.","The increased demand to these drugs will increase prices, which can mean that from now on the rich will have a permanent advantage over the poor.",Doping in sport
"We should not legalize doping in sport because athletes would be coerced into doping by sponsors and their teams, so that they would have to wreck their bodies.","It would distant the normal person from the athlete, because it's no longer just hard work, it's using substances. Therefore people will enjoy watching sports less and would be less inclined to participate in them.",Doping in sport
"Today countries in Africa are winning in many copetitions and they take pride in that, but now only countries with the money to develop drugs will be able to win, thus harming the weaker countries.",Most a matures who aspire to be like the athletes they look up to don't have the supporting staff and facilities that help balance the negative effect of doping.,Doping in sport
Doping may have long term and short term bad medical effect on the competitor.,Hurts athletes because drugs are dangerous and cause various diseases and even death,Doping in sport
It'll increase inequality in sports because only athletes with sponsors or countries that can pay for the best drugs will be able to win,A black market for these drugs will be more wide spread' because their will be more research and development of the drugs.,Doping in sport
"Allowing athletes to use drugs will cause coercion to use them - either by pressure from the athlete's coach or friends, or internal pressure because they want to be successful","Legalizing doping will send the message that performance enhancing drugs are good, which will seep into other fields like academics and encourage illegal drug use more broadly.",Doping in sport
"Legalizing doping will legitimate coaches putting pressure on players to dope, increasing the number of people who are coerced into doping when they don't want to.",Young athletes will be coerced into doing this and doing it a lot since everyone else is doing it,Doping in sport
"We should not legalize doping in sport because sports would become so much more focused on the new physical aspect that technique and strategy would suffer, hurting the quality of play.",Athelits are a role model for kids and adults. When all athelits are doping we will get more kids copying they're role model and doing drugs.,Doping in sport
It'll increase inequality in sports because only athletes with sponsors or countries that can pay for the best drugs will be able to win,It will force athletes that don't want to use drugs to do so because they don’t stand a chance of winning otherwise,Doping in sport
"Athletes are often judged in the historical context of their sport, but because legalizing doping would fundamentally change the nature of the sport, those historic comparisons and conversations that entertain fans disappear.",even if it will be used for good by athletes. it will make it abanded in socioty and pepole will miss use it becouse they are not in cntron by a doctor like athletes.,Doping in sport
"Doping causes physical harm to athletes in the long run, which they often can't foresee when doing it.","This decreases the appeal of sports, because fans have less respect for sports players, because they view their accomplishments as less of their own.",Doping in sport
By legalizing doping in sports we expose the athletes to the harms of it.,This will give people a bad body image if they see ever-more muscular athletes,Doping in sport
Some performance enhancing drugs have side effects that include increased aggression; this makes people who dope a potential threat to others.,Legalized doping disincentives parents from allowing their children to persue careers in professional sports.,Doping in sport
"Doping causes physical harm to athletes in the long run, which they often can't foresee when doing it.",There may be significant health risks to atheletes who engage in doping,Doping in sport
"Athletes are role models for many teenagers. When athletes will dope in public, many teenagers who dream of being athletes will try to get drugs, Probably of low quality, and risk themselves significantly.","Since not everyone responds the same way to drugs, legalizing doping won't equalize the field but will just create a different way in which people are unfairly disadvantaged.",Doping in sport
This encourages kids to dope because they see their role models using drugs and then are more likely to mimic.,Some performance enhancing drugs have side effects that include increased aggression; this makes people who dope a potential threat to others.,Doping in sport
"Professional athletes serve as role models for young athletes in their sport, and widespread use of doping amongst professional would likely drive an increase in doping amongst youth, which can have negative health affects.","Once allowed, there will be huge pressure on athletes to take enhancing drugs, and thus a level of coercion involved. This is especially true in non-liberal countries.",Doping in sport
"Legalizing doping will legitimate coaches putting pressure on players to dope, increasing the number of people who are coerced into doping when they don't want to.",Children will be vulnerable to doping at an incredibly young age and Parents will pressure their kids into dangerous situations.,Doping in sport
"Keeping their job in professional sports would pressure athletes to dope, and doping is dangerous to athlete health.",We should not legalize doping in sport because it would create a stigma for people who legitimately need to take the medicines.,Doping in sport
"Sports are about seeing the best of human athletic capabilities, doping takes sports out of the realm of human capability which makes sports less engaging.",the costs of rehabilitating all the athletes and all the drugs addicts that will comefrom this mostion will be on the people of the country and it is unfair for them.,Doping in sport
"Doping often has long term harmful effects on sport players bodies that they can't conceptualize at the time of choice, we need to protect players from their own choices.","Doping has been illegal for the vast majority of modern sports history, and making it legal now would diminish the accomplishments of athletes of the past.",Doping in sport
"Allowing doping practically means forcing doping, as the allowance of doping means that anyone that doesn't take the adherent drugs is to become none-competitive.","Athletes are already performing at a higher level than ever before thanks to advances in training and physical therapy, so legalizing doping is not necessary to improve the quality of sport.",Doping in sport
"People would be more inclined to try drugs, not necessarily having the ability of the sports agent to get hold of the legal, safer, more expensive ones. Drugs would seem legitimate.","Every athelt will now have to consume drugs in order to succeed, thus many more people use drugs and are harmed by the drugs' side effects for the short and long tern",Doping in sport
"Legalizing doping corrupts athletes potential as role models, since their success is inaccessible to the children admiring them without doping.","Sport is supposed to be fair, and doping gives contested an unfair advantage.",Doping in sport
We should not legalize doping in sport because the long term effects of doping are not well understood and there could be serious harms to people's health.,Doping creates a barrier of access to sports for athletes from poorer backgrounds and for sport federations in developing countries given that substances--and the personal monitoring that comes with them--carry a substantial cost.,Doping in sport
"Allowing doping practically means forcing doping, as the allowance of doping means that anyone that doesn't take the adherent drugs is to become none-competitive.","This decreases the appeal of sports, because fans have less respect for sports players, because they view their accomplishments as less of their own.",Doping in sport
"Legalizing doping corrupts athletes potential as role models, since their success is inaccessible to the children admiring them without doping.",Sport is about human spirit and human capabilities. No chemicals should be involved.,Doping in sport
"Legalizing doping will create an unfair advantage to the athletes that will choose to do so, and will require from any athlete, to succumb to that norm in order to be able to compete.","Even if today some athletics take drugs, when it's legal people will take higher doses because they will not be afraid to get caught anymore and will suffer worse consequences.",Doping in sport
"Keeping their job in professional sports would pressure athletes to dope, and doping is dangerous to athlete health.","Many performance-enhancing drugs are addictive, which means that after the initial use, the choice to use them isn't free.",Doping in sport
Doping creates a race to the bottom of athletes taking stronger and more dangerous drugs in order to win.,It might have bad long term consequences on the athleats like illness,Doping in sport
Doping causes long term health damage to the athletes.,Doping athletes would set a bad example to viewers who might wish to follow their idols.,Doping in sport
"People would be more inclined to try drugs, not necessarily having the ability of the sports agent to get hold of the legal, safer, more expensive ones. Drugs would seem legitimate.","This decreases the appeal of sports, because fans have less respect for sports players, because they view their accomplishments as less of their own.",Doping in sport
We should not legalize doping in sport because the long term effects of doping are not well understood and there could be serious harms to people's health.,"Allowing for doping degrades the athletic performances we see from our athletes, making their athletic accomplishments artificially enhanced and less impressive.",Doping in sport
This makes sports less exciting because individual athletes are less likely to dominate their sport and create the excitement which comes from super athletes like Lebron James and Michael Jordan.,"Today countries in Africa are winning in many copetitions and they take pride in that, but now only countries with the money to develop drugs will be able to win, thus harming the weaker countries.",Doping in sport
"Doping has been illegal for the vast majority of modern sports history, and making it legal now would diminish the accomplishments of athletes of the past.",Most a matures who aspire to be like the athletes they look up to don't have the supporting staff and facilities that help balance the negative effect of doping.,Doping in sport
Doping causes long term health damage to the athletes.,This will give people a bad body image if they see ever-more muscular athletes,Doping in sport
Doping creates a race to the bottom because athletes feel pressured to always dope more than their competitors in order to gain a competitive advantage. This hurts health outcomes.,"The distinction we draw between doping and eating a bowl of pasta or taking a painkiller is just whether we perceive it is normal, which is an arbitrary and poor way to form legislation.",Doping in sport
"Legalizing doping will set a new norm in sport, which will make the field inaccessible to people who don't want to use dangerous drugs.",Forces athletes to compromise their bodies and moral compasses in order to compete at the same level as everyone else.,Doping in sport
"Athletes are role models for many teenagers. When athletes will dope in public, many teenagers who dream of being athletes will try to get drugs, Probably of low quality, and risk themselves significantly.","In sport we celebrate the human body and human abilities. People who use drugs have above human abillities and therefore would no longer be considered human, causing the interest in sport to drop",Doping in sport
"Sports are about seeing the best of human athletic capabilities, doping takes sports out of the realm of human capability which makes sports less engaging.",Young athletes will be coerced into doing this and doing it a lot since everyone else is doing it,Doping in sport
"Fans are against doping in the vast majority of sports, so legalizing doping would drive away fans of the sport and ultimately hurt the game.","Taking drugs will not help make sports more interesting, because if everyone takes drugs, everyone will improve about the same and the viewer at home will not really see a difference.",Doping in sport
"Keeping their job in professional sports would pressure athletes to dope, and doping is dangerous to athlete health.","This decreases the appeal of sports, because fans have less respect for sports players, because they view their accomplishments as less of their own.",Doping in sport
"Athletes are role models for many teenagers. When athletes will dope in public, many teenagers who dream of being athletes will try to get drugs, Probably of low quality, and risk themselves significantly.","Athletes are often judged in the historical context of their sport, but because legalizing doping would fundamentally change the nature of the sport, those historic comparisons and conversations that entertain fans disappear.",Doping in sport
We should not legalize doping in sport because it would create an arms race where every top athlete had to dope as much as possible to remain competitive.,Doping will make people not admire atheletes anymore because they will attribute their accomplishments to the doping and not to the athlete.,Doping in sport
"We should not legalize doping in sport because athletes would be coerced into doping by sponsors and their teams, so that they would have to wreck their bodies.","Athletes already put their bodies through extreme harm via harsh training, doping will exacerbate the physical harms they are already accruing by making them feel like they can push themselves even farther past their limit.",Doping in sport
Forces athletes to compromise their bodies and moral compasses in order to compete at the same level as everyone else.,The rationale of sports is to see people overcoming limitations and succeeding on their own - not thanks to chemical products.,Doping in sport
Harm to athletes: Doping is incredibly harmful. It permanently harms the body of athletes,It would take the fun out of sports if all the competitors are essentially superhuman,Doping in sport
Legalizing doping will force younger and younger athletes to dope as it becomes more of a norm in the higher leagues and people will feel like they have to dope to get recruited.,"Every athelt will now have to consume drugs in order to succeed, thus many more people use drugs and are harmed by the drugs' side effects for the short and long tern",Doping in sport
"If kids see their idols doping, they'll start doping as well, and doping in unregulated environments is dangerous (especially for young children)","Encourages young people who see athlets as model to also consume drugs, which are generally unhealthy",Doping in sport
"Athletes are role models for many teenagers. When athletes will dope in public, many teenagers who dream of being athletes will try to get drugs, Probably of low quality, and risk themselves significantly.","The distinction we draw between doping and eating a bowl of pasta or taking a painkiller is just whether we perceive it is normal, which is an arbitrary and poor way to form legislation.",Doping in sport
"We should not legalize doping in sport because athletes would be coerced into doping by sponsors and their teams, so that they would have to wreck their bodies.","The purpose of sport is to see what hard work and training can make the human body capable of, and legalizing doping would detract from this core purpose of sporting.",Doping in sport
"Doping is very unhealthy, allowing doping will cause more athletes to dope which will make more athletes unhealthy.",Young athletes will be coerced into doing this and doing it a lot since everyone else is doing it,Doping in sport
Athelits are a role model for kids and adults. When all athelits are doping we will get more kids copying they're role model and doing drugs.,"Now athletes that doesn't want to take drugs will have to take them to ""stay in the game """,Doping in sport
"The hurtful side effects of doping can take years to manifest, and young athletes who start early on would probably not consider the long-term effect it will have on their lives.","The competition will no longer be about people, but about drugs, which goes against the notion of testing the ability of people, so interest in sports will decrease.",Doping in sport
Some performance enhancing drugs have side effects that include increased aggression; this makes people who dope a potential threat to others.,It would make the new doped world records meaningless in terms of actual human ability,Doping in sport
"Allowing athletes to use drugs will cause coercion to use them - either by pressure from the athlete's coach or friends, or internal pressure because they want to be successful","Legalizing doping will make things unfair internationally, as richer countries like the US and China will be able to afford to dope their athletes more safely and with more powerful drugs while poorer countries won't.",Doping in sport
Athletes who decide to dope themselves suffer from a short term bias. Most of them perceive their career as the most important thing in their lives and don't think about the long term consequences,"We should not legalize doping in sport because people cannot make an informed choice about endocrinology without expert advice, and experts would not advise someone to dope.",Doping in sport
"Athletes are seen as role models by many young people. If they use drugs to succeed, others are likely to follow their example.","Since not everyone responds the same way to drugs, legalizing doping won't equalize the field but will just create a different way in which people are unfairly disadvantaged.",Doping in sport
"When doping is made legal, athletes who don't want to consume drugs will be unable to compete professionally. This means we force the harms of doping on everyone.",Legalization of doping is trying to hit a moving target since once doping becomes the norm athletes will have to find something even more extreme to make themselves seem uniquely good.,Doping in sport
Hurts athletes because drugs are dangerous and cause various diseases and even death,"All drugs have side effects, you shouldn’t take them unless necessary",Doping in sport
"It would distant the normal person from the athlete, because it's no longer just hard work, it's using substances. Therefore people will enjoy watching sports less and would be less inclined to participate in them.","Once you use it you go get addicted to more difficult one , once the sports gamer start and he won’t be able to continue to keep what he does in sports",Doping in sport
"Sports today inspires people to work hard and achieve. After the proposal we will lose the admirable athletes that made incredible achievements through willpower, in exchange for uninspiring achievements only attributed to drugs.","Despite many complaints to the contrary, the combination of effective and regular drug testing as well as the stigma against doping amongst fans has proven to be an effective deterrent against doping in modern sport.",Doping in sport
"Encourages young people who see athlets as model to also consume drugs, which are generally unhealthy",Performance enhancing drugs ruin the integrity of sports causing backlash from fans and athletes alike.,Doping in sport
"In sport we celebrate the human body and human abilities. People who use drugs have above human abillities and therefore would no longer be considered human, causing the interest in sport to drop",even if it will be used for good by athletes. it will make it abanded in socioty and pepole will miss use it becouse they are not in cntron by a doctor like athletes.,Doping in sport
"Legalizing doping will legitimate coaches putting pressure on players to dope, increasing the number of people who are coerced into doping when they don't want to.","Athletes are seen as role models by many young people. If they use drugs to succeed, others are likely to follow their example.",Doping in sport
"We should not legalize doping in sport because children would be forced to start doping younger and younger in order to get into the right junior teams and academies, damaging their development.","Once you use it you go get addicted to more difficult one , once the sports gamer start and he won’t be able to continue to keep what he does in sports",Doping in sport
"Saying that because it happens often we ought legalize it is a bad argument, since it doesn't recognize that people often make bad decisions they need to be protected from (like with other illegal drugs).","The distinction we draw between doping and eating a bowl of pasta or taking a painkiller is just whether we perceive it is normal, which is an arbitrary and poor way to form legislation.",Doping in sport
Forces athletes to compromise their bodies and moral compasses in order to compete at the same level as everyone else.,"Sports are about seeing the best of human athletic capabilities, doping takes sports out of the realm of human capability which makes sports less engaging.",Doping in sport
Doping will make people not admire atheletes anymore because they will attribute their accomplishments to the doping and not to the athlete.,It would make the new doped world records meaningless in terms of actual human ability,Doping in sport
It'll increase inequality in sports because only athletes with sponsors or countries that can pay for the best drugs will be able to win,This makes sports less exciting because individual athletes are less likely to dominate their sport and create the excitement which comes from super athletes like Lebron James and Michael Jordan.,Doping in sport
Doping creates a race to the bottom of athletes taking stronger and more dangerous drugs in order to win.,"Doping is very unhealthy, allowing doping will cause more athletes to dope which will make more athletes unhealthy.",Doping in sport
"Taking drugs will not help make sports more interesting, because if everyone takes drugs, everyone will improve about the same and the viewer at home will not really see a difference.","Once you use it you go get addicted to more difficult one , once the sports gamer start and he won’t be able to continue to keep what he does in sports",Doping in sport
This encourages kids to dope because they see their role models using drugs and then are more likely to mimic.,Sport is about human spirit and human capabilities. No chemicals should be involved.,Doping in sport
"Sports are about seeing the best of human athletic capabilities, doping takes sports out of the realm of human capability which makes sports less engaging.","The increased demand to these drugs will increase prices, which can mean that from now on the rich will have a permanent advantage over the poor.",Doping in sport
"Athletes already put their bodies through extreme harm via harsh training, doping will exacerbate the physical harms they are already accruing by making them feel like they can push themselves even farther past their limit.","Many religious people see the consumption of drugs as unholy, that causes sports to be a political thing which only part of the population enjoy together. That discourages cooperation on other things and causes seperation",Doping in sport
Forces athletes to compromise their bodies and moral compasses in order to compete at the same level as everyone else.,By legalizing doping in sports we expose the athletes to the harms of it.,Doping in sport
Doping will create a race to the bottom because every athlete who will want to be competetive will have to dope.,Some performance enhancing drugs have side effects that include increased aggression; this makes people who dope a potential threat to others.,Doping in sport
"The hurtful side effects of doping can take years to manifest, and young athletes who start early on would probably not consider the long-term effect it will have on their lives.","Athletes who wish to break records are likely to take risks and try new drugs, even if they are not as safe, and as a result are likely to be harmed.",Doping in sport
"Doping is very unhealthy, allowing doping will cause more athletes to dope which will make more athletes unhealthy.",The rationale of sports is to see people overcoming limitations and succeeding on their own - not thanks to chemical products.,Doping in sport
"Athletes already put their bodies through extreme harm via harsh training, doping will exacerbate the physical harms they are already accruing by making them feel like they can push themselves even farther past their limit.","It will increase the number of injuries ,the humen body can only take so much even now when athletes are moving to fast it injures them so if they will be twice as fast",Doping in sport
Doping creates a race to the bottom because athletes feel pressured to always dope more than their competitors in order to gain a competitive advantage. This hurts health outcomes.,"Legalizing doping will set a new norm in sport, which will make the field inaccessible to people who don't want to use dangerous drugs.",Doping in sport
"If kids see their idols doping, they'll start doping as well, and doping in unregulated environments is dangerous (especially for young children)","Allowing for doping degrades the athletic performances we see from our athletes, making their athletic accomplishments artificially enhanced and less impressive.",Doping in sport
"We should not legalize doping in sport because people cannot make an informed choice about endocrinology without expert advice, and experts would not advise someone to dope.","It will increase the number of injuries ,the humen body can only take so much even now when athletes are moving to fast it injures them so if they will be twice as fast",Doping in sport
"Legalization of doping will place pressure on individual players to dope since they will be at an automatic disadvantage if they don't, preventing them from having a meaningful choice.","Doping often has long term harmful effects on sport players bodies that they can't conceptualize at the time of choice, we need to protect players from their own choices.",Doping in sport
Legalizing doping will force younger and younger athletes to dope as it becomes more of a norm in the higher leagues and people will feel like they have to dope to get recruited.,"Currently the football stars give motivation to children to try and keep a healthy, sporty, lifestyle. When the children see that their heroes aren't there solely due to hard work, they will be less sporty.",Doping in sport
"It would send a message that drugs are acceptable, encouraging teens (and specifically teenage athletes) to use them",There may be significant health risks to atheletes who engage in doping,Doping in sport
"We should not legalize doping in sport because children would be forced to start doping younger and younger in order to get into the right junior teams and academies, damaging their development.","When doping is made legal, athletes who don't want to consume drugs will be unable to compete professionally. This means we force the harms of doping on everyone.",Doping in sport
"There's always an incentive to gain the upper hand over one's competitors, so all athletes will keep doping more and more up to levels that are truly unhealthy","It will increase the number of injuries ,the humen body can only take so much even now when athletes are moving to fast it injures them so if they will be twice as fast",Doping in sport
We should not legalize doping in sport because the long term effects of doping are not well understood and there could be serious harms to people's health.,"Legalizing doping will send the message that performance enhancing drugs are good, which will seep into other fields like academics and encourage illegal drug use more broadly.",Doping in sport
Legalization of doping is trying to hit a moving target since once doping becomes the norm athletes will have to find something even more extreme to make themselves seem uniquely good.,It will be hard for athletes from poor areas to show how good they are becose they won't get drugs as easily as athletes from reach areas,Doping in sport
Athletes have a great influence on teenagers as role models. Legalizing dope sends a problematic message that encourage the use of drugs and alcohol.,In sports we celebrate the ability of humans to achieve great thing. With doping we will celebrate the pharmaceutical achievements instead and we will lose the meaning of sports,Doping in sport
"Allowing doping practically means forcing doping, as the allowance of doping means that anyone that doesn't take the adherent drugs is to become none-competitive.","The increased demand to these drugs will increase prices, which can mean that from now on the rich will have a permanent advantage over the poor.",Doping in sport
"It would send a message that drugs are acceptable, encouraging teens (and specifically teenage athletes) to use them",It will force athletes that don't want to use drugs to do so because they don’t stand a chance of winning otherwise,Doping in sport
"The longterm effects of doping have been understudied such that we can't guarantee longterm safety, and so shouldn't legalize it.","Sport is supposed to be fair, and doping gives contested an unfair advantage.",Doping in sport
"Allowing for doping degrades the athletic performances we see from our athletes, making their athletic accomplishments artificially enhanced and less impressive.","The competition will no longer be about people, but about drugs, which goes against the notion of testing the ability of people, so interest in sports will decrease.",Doping in sport
"Doping is used to attain an advantage in sport; when it is legalized, athletes will turn to more dangerous substances to enhance their performance compared to others.",This makes sports less exciting because individual athletes are less likely to dominate their sport and create the excitement which comes from super athletes like Lebron James and Michael Jordan.,Doping in sport
"Doping is used to attain an advantage in sport; when it is legalized, athletes will turn to more dangerous substances to enhance their performance compared to others.",A black market for these drugs will be more wide spread' because their will be more research and development of the drugs.,Doping in sport
Doping causes long term health damage to the athletes.,It might have bad long term consequences on the athleats like illness,Doping in sport
Kids will think they should dope because they look up to athletes,It might have bad long term consequences on the athleats like illness,Doping in sport
"Doping causes physical harm to athletes in the long run, which they often can't foresee when doing it.",Fans would hate the sport more because they will be disgusted by people doping,Doping in sport
"Legalization of doping will place pressure on individual players to dope since they will be at an automatic disadvantage if they don't, preventing them from having a meaningful choice.","Currently the football stars give motivation to children to try and keep a healthy, sporty, lifestyle. When the children see that their heroes aren't there solely due to hard work, they will be less sporty.",Doping in sport
"Since not everyone responds the same way to drugs, legalizing doping won't equalize the field but will just create a different way in which people are unfairly disadvantaged.","Once we have drugs that are legal, there will be a new narket for drugs that are illegal and those drugs will be significantly more harmful",Doping in sport
"Allowing athletes to use drugs will cause coercion to use them - either by pressure from the athlete's coach or friends, or internal pressure because they want to be successful","Currently the football stars give motivation to children to try and keep a healthy, sporty, lifestyle. When the children see that their heroes aren't there solely due to hard work, they will be less sporty.",Doping in sport
"Doping is used to attain an advantage in sport; when it is legalized, athletes will turn to more dangerous substances to enhance their performance compared to others.",It would make it so the poor would have no chance to make it to larger leagues because they won't have money for the drugs and therefore will have worse performances.,Doping in sport
Doping in sport seriously harm the athletes in the long term.,Serves as a bad example for young people by people who often serve as role models,Doping in sport
"Allowing doping practically means forcing doping, as the allowance of doping means that anyone that doesn't take the adherent drugs is to become none-competitive.",We should not legalize doping in sport because it would create a stigma for people who legitimately need to take the medicines.,Doping in sport
"It breaks the true spirit of sports, which checks and celebrates the ability of the human body, and not the ability of drugs.",We should not legalize doping in sport because it is unethical to dope when not everyone is able to do so.,Doping in sport
"It would send a message that drugs are acceptable, encouraging teens (and specifically teenage athletes) to use them",Fans would hate the sport more because they will be disgusted by people doping,Doping in sport
"Legalizing doping will create an unfair advantage to the athletes that will choose to do so, and will require from any athlete, to succumb to that norm in order to be able to compete.","Despite many complaints to the contrary, the combination of effective and regular drug testing as well as the stigma against doping amongst fans has proven to be an effective deterrent against doping in modern sport.",Doping in sport
"All drugs have side effects, you shouldn’t take them unless necessary",This will give people a bad body image if they see ever-more muscular athletes,Doping in sport
"The competition will no longer be about people, but about drugs, which goes against the notion of testing the ability of people, so interest in sports will decrease.","It would distant the normal person from the athlete, because it's no longer just hard work, it's using substances. Therefore people will enjoy watching sports less and would be less inclined to participate in them.",Doping in sport
Young athletes will be coerced into doing this and doing it a lot since everyone else is doing it,"It breaks the true spirit of sports, which checks and celebrates the ability of the human body, and not the ability of drugs.",Doping in sport
"If kids see their idols doping, they'll start doping as well, and doping in unregulated environments is dangerous (especially for young children)",It will force athletes that don't want to use drugs to do so because they don’t stand a chance of winning otherwise,Doping in sport
"Legalizing doping will create an unfair advantage to the athletes that will choose to do so, and will require from any athlete, to succumb to that norm in order to be able to compete.",the costs of rehabilitating all the athletes and all the drugs addicts that will comefrom this mostion will be on the people of the country and it is unfair for them.,Doping in sport
"The distinction we draw between doping and eating a bowl of pasta or taking a painkiller is just whether we perceive it is normal, which is an arbitrary and poor way to form legislation.",even if it will be used for good by athletes. it will make it abanded in socioty and pepole will miss use it becouse they are not in cntron by a doctor like athletes.,Doping in sport
the use of steroids is very carcinogenic by regular use. we already prohibiting food for being carsinogenic so it sould be the same.,the achievement of athletes with drugs are not really their own. sports are about getting your self to be the best. not the drugs.,Doping in sport
"The longterm effects of doping have been understudied such that we can't guarantee longterm safety, and so shouldn't legalize it.","We should not legalize doping in sport because people cannot make an informed choice about endocrinology without expert advice, and experts would not advise someone to dope.",Doping in sport
In sports we celebrate the ability of humans to achieve great thing. With doping we will celebrate the pharmaceutical achievements instead and we will lose the meaning of sports,"While making anything legal will reduce the crime rates, that applies to legalizing murder; all countries have a responsibility to stop people from doing actions that hurt society.",Doping in sport
Doping creates a barrier of access to sports for athletes from poorer backgrounds and for sport federations in developing countries given that substances--and the personal monitoring that comes with them--carry a substantial cost.,"The competition will no longer be about people, but about drugs, which goes against the notion of testing the ability of people, so interest in sports will decrease.",Doping in sport
"Athletes are seen as role models by many young people. If they use drugs to succeed, others are likely to follow their example.","Once allowed, there will be huge pressure on athletes to take enhancing drugs, and thus a level of coercion involved. This is especially true in non-liberal countries.",Doping in sport
There may be significant health risks to atheletes who engage in doping,"All drugs have side effects, you shouldn’t take them unless necessary",Doping in sport
We should not legalize doping in sport because it would create an arms race where every top athlete had to dope as much as possible to remain competitive.,"Taking drugs will not help make sports more interesting, because if everyone takes drugs, everyone will improve about the same and the viewer at home will not really see a difference.",Doping in sport
"We should not legalize doping in sport because children would be forced to start doping younger and younger in order to get into the right junior teams and academies, damaging their development.",Athelits are a role model for kids and adults. When all athelits are doping we will get more kids copying they're role model and doing drugs.,Doping in sport
"The purpose of sport is to see what hard work and training can make the human body capable of, and legalizing doping would detract from this core purpose of sporting.",We should not legalize doping in sport because it would be an insult to the hard work and integrity of athletes who have remained natural while doping is banned.,Doping in sport
"Legalizing doping will set a new norm in sport, which will make the field inaccessible to people who don't want to use dangerous drugs.","It breaks the true spirit of sports, which checks and celebrates the ability of the human body, and not the ability of drugs.",Doping in sport
This encourages kids to dope because they see their role models using drugs and then are more likely to mimic.,"Now athletes that doesn't want to take drugs will have to take them to ""stay in the game """,Doping in sport
Doping will create a race to the bottom because every athlete who will want to be competetive will have to dope.,The essence of sport is to watch humanity reach it's peaks and adding non-human related factors like drags misses the point,Doping in sport
"Now athletes that doesn't want to take drugs will have to take them to ""stay in the game ""","Sport is supposed to be fair, and doping gives contested an unfair advantage.",Doping in sport
"Athletes who wish to break records are likely to take risks and try new drugs, even if they are not as safe, and as a result are likely to be harmed.","Many religious people see the consumption of drugs as unholy, that causes sports to be a political thing which only part of the population enjoy together. That discourages cooperation on other things and causes seperation",Doping in sport
"Encourages young people who see athlets as model to also consume drugs, which are generally unhealthy","Now athletes that doesn't want to take drugs will have to take them to ""stay in the game """,Doping in sport
The act of legalizing dope in some community assure the rise of the same dopes in general community as well.,It would make the new doped world records meaningless in terms of actual human ability,Doping in sport
"The increased demand to these drugs will increase prices, which can mean that from now on the rich will have a permanent advantage over the poor.",The essence of sport is to watch humanity reach it's peaks and adding non-human related factors like drags misses the point,Doping in sport
There may be significant health risks to atheletes who engage in doping,It would take the fun out of sports if all the competitors are essentially superhuman,Doping in sport
Serves as a bad example for young people by people who often serve as role models,Kids will think they should dope because they look up to athletes,Doping in sport
Hurts athletes because drugs are dangerous and cause various diseases and even death,Doping causes long term health damage to the athletes.,Doping in sport
"This would encourage more athletes to dope, and to do so more aggressively, potentially harming their bodies in the long term or even overdosing",Most a matures who aspire to be like the athletes they look up to don't have the supporting staff and facilities that help balance the negative effect of doping.,Doping in sport
Forces athletes to compromise their bodies and moral compasses in order to compete at the same level as everyone else.,We should not legalize doping in sport because it would create a stigma for people who legitimately need to take the medicines.,Doping in sport
Hurts athletes because drugs are dangerous and cause various diseases and even death,Kids will think they should dope because they look up to athletes,Doping in sport
Doping creates a race to the bottom of athletes taking stronger and more dangerous drugs in order to win.,It'll increase inequality in sports because only athletes with sponsors or countries that can pay for the best drugs will be able to win,Doping in sport
"We should not legalize doping in sport because it would set a poor example for children and make them feel inadequate about their own, natural bodies.","Fans are against doping in the vast majority of sports, so legalizing doping would drive away fans of the sport and ultimately hurt the game.",Doping in sport
"We should not legalize doping in sport because athletes would be coerced into doping by sponsors and their teams, so that they would have to wreck their bodies.","We should not legalize doping in sport because people cannot make an informed choice about endocrinology without expert advice, and experts would not advise someone to dope.",Doping in sport
